"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"964e8635-3a8f-4a1f-b7ad-90a459b17da6","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 1 "
"da7deaf5-bc27-4270-a0b7-22cc8ee20363","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 1 ","AREA 5"
"52faeeac-e11a-4ec8-be48-459d8537b2b0","","checklist-sectioned","work-in-progress","9afb06f1a24d31470eee9ec118cae77baf733ac09ffb0ce5e0fdbf3910bbe7ce","checklist","FALSE","FALSE","ROOF LEVEL 1 ","AREA 5","EnviroShield+ 250NS"
"ff52aa4f-ac51-512c-9428-82015bf8bb90","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 1 ","AREA 5","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"f853d494-dede-565c-aef7-74a7363d0769","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"7f9a7a27-35a8-526d-85e6-a7636dd538d2","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"4fb18d3c-25c1-5b20-b207-c3baf7e1447f","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"626f06b6-4db9-5ced-b370-21d5eb090595","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"8ca909d0-77e1-5472-8ac3-515b50a713f7","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"8ef151b3-8733-5953-acff-ec525ec89c06","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"e5c4c74b-68c4-5bc1-866e-a79fac293242","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"8563d6c1-304e-5862-b36e-7bbfe0cabc6b","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","QA/TESTING"
"9a4f6eb7-1485-5d8a-904f-9ace6d4ad1ce","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","QA/TESTING","Inspection"
"dc23eddf-8a6c-5cec-9410-be289111c7a2","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"79bc320c-2b8d-5248-bbef-8384c7070f66","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Signed off by Builder"
"c615fe41-a9e5-5d8f-b02f-cea995a98874","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"eb382109-5c69-4962-b3c2-049bcb62e404","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 2","AREA 4A","Markup drawing"
"774256ed-ba08-5675-a97d-c916a35428c1","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 4A","Markup drawing","Documents attached below - details entered in comments"
"76cc38f6-4539-4eda-9244-44516ed54124","","folder-normal","work-in-progress","","step","TRUE","FALSE","ROOF LEVEL 2","AREA 2B"
"1bc39b4b-e266-4742-86ad-9f09e799d73f","","checklist-sectioned","work-in-progress","8b9883c93ca0b58113b9fdcf8c898272d64d08bae4f2f9a49f3e26c29aa842ea","checklist","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS"
"cea39b76-2969-5360-969d-a7089bf27c57","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS"
"b7fb113e-0c6c-5e6a-a5a4-2a2c5b231448","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Shield"
"78be76f8-cda2-5d09-9a5c-f222f659d374","","checkpoint-status","not-applicable","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro Flex FC"
"9bf98678-5b28-5347-b99a-c6bb20781490","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","BATCH DETAIL NUMBER OF PRODUCTS","Enviro 250NS"
"007ed9fa-d2b2-5abb-87f5-aa6d7add3a5a","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRE COMMENCEMENT"
"83edd114-fa28-51a1-85e4-b6987eb93d86","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRE COMMENCEMENT","Material Management & Storage"
"0ee7e715-67b2-5878-8b5c-ca6bc9ea8560","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRE COMMENCEMENT","Subfloor Preperation"
"8331e913-f11e-5675-bbd0-03bae5018ef6","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD"
"50ab246e-4e58-5020-9456-935b164a87f6","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Weather/RH"
"fa08ab62-30f9-57ee-ad50-3e0b06bb39b1","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Product Mixing"
"2c51727c-d38b-54d0-a0d4-230a3336b0d7","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","PRIMING APPLICATION - ENVIROSHIELD","Primer Application"
"7a1e1088-1436-5db7-a748-0c2bc5b5eff7","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT"
"2329bedb-4b68-577f-89f1-5f6de09c6ada","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Weather/RH"
"8faf0548-55da-54e4-a9c2-3b26b63a0bc9","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","Product mixing"
"8a985041-61d8-5695-aae9-612bee872e66","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - FIRST COAT","250-NS Application"
"2c1d3c9b-104c-502e-aaa8-4a5a7cfb9848","","checkpoint-group","pass","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT"
"ab98a4cd-7cb9-5beb-95a6-76d3a433d781","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Weather/RH"
"ddab99b7-21a1-58cd-bf06-e085dae9b1c7","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","Product mixing"
"022caadd-5d6e-5d34-9f70-5ba2bc31af96","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","Enviro 250-NS COATING - SECOND COAT","250-NS Application"
"0b21b38c-1e48-50d8-9b07-1dcdff96bf88","","checkpoint-group","not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","QA/TESTING"
"04e3f0ae-05dd-5a56-b513-1c39ca025e8e","","checkpoint-status","not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","QA/TESTING","Inspection"
"58e7ac70-157a-5f73-ace6-3e05c5fc3dd0","","checkpoint-group","no-status-not-started","","","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF"
"1735a6eb-bb42-5322-bcf1-003617489390","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Signed off by Builder"
"96acb1f7-5e13-5e40-911d-9c22266eaba3","","holdpoint","no-status-not-started","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","EnviroShield+ 250NS","FINAL BUILDERS SIGN OFF","Final Sign off."
"cf69b454-03c6-4df5-9311-1f62630335f9","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 2","AREA 2B","Markup drawing"
"c5c0ae0a-72d4-5bb7-a429-e6e51eb164b0","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","AREA 2B","Markup drawing","Documents attached below - details entered in comments"
"6ff22cc5-d104-4fc8-8e24-2c5789fd60ec","","checklist-flat","pass","Document Upload Checklist","checklist-flat","FALSE","FALSE","ROOF LEVEL 2","Document Upload Checklist"
"c4357d15-d892-5a86-9952-dfc494e445a0","","checkpoint-status","pass","","","TRUE","TRUE","ROOF LEVEL 2","Document Upload Checklist","Documents attached below - details entered in comments"
